# MOD=16QAM SNR=12
# tx_real  tx_imag  rx_real  rx_imag
-0.316228 -0.948683 -0.350485 -0.944895
-0.948683 0.948683 -1.120519 1.206392
-0.948683 -0.316228 -0.797329 -0.433203
-0.948683 -0.316228 -0.851710 -0.051173
0.948683 0.948683 1.228711 0.634070
0.948683 -0.948683 1.182638 -1.101153
-0.316228 -0.316228 -0.297985 -0.205763
0.316228 0.316228 0.247876 0.261513
0.948683 -0.948683 1.052741 -0.526058
0.948683 0.948683 0.777817 1.081641
-0.316228 0.316228 -0.167627 0.151706
-0.948683 -0.316228 -0.755349 -0.335532
-0.316228 -0.316228 -0.680151 -0.539339
0.948683 -0.948683 0.757002 -0.928625
0.316228 0.316228 0.788061 0.384539
0.948683 0.316228 0.888663 0.056376
0.316228 0.316228 -0.003321 0.124968
-0.316228 0.316228 -0.142479 0.291084
-0.316228 -0.316228 -0.208233 -0.348340
0.948683 0.948683 1.054252 0.710959
0.316228 0.316228 0.318578 0.457572
-0.948683 -0.316228 -0.898351 0.026819
0.948683 0.948683 1.382765 0.777698
-0.316228 0.316228 -0.297376 0.670226
-0.948683 -0.948683 -0.786109 -1.066184
-0.316228 -0.316228 -0.028508 -0.239578
0.316228 0.316228 0.229628 0.151449
-0.316228 -0.316228 -0.283219 -0.025426
0.948683 0.948683 1.304533 0.875326
-0.948683 -0.316228 -1.344796 -0.562079
-0.948683 -0.948683 -0.744589 -0.853654
-0.316228 0.316228 -0.000903 0.194421
-0.948683 -0.316228 -0.703784 -0.305856
0.316228 0.316228 0.447435 0.317929
0.316228 0.316228 0.328369 0.210557
0.948683 -0.316228 0.904185 -0.367426
0.316228 0.316228 0.164515 0.382222
0.316228 0.316228 0.534347 0.026348
-0.948683 -0.948683 -0.795057 -0.979434
0.316228 0.316228 0.279745 0.501907
0.316228 0.316228 0.251792 0.064689
0.316228 0.316228 0.209592 0.261380
-0.948683 -0.948683 -1.024972 -0.758615
-0.316228 -0.316228 -0.390920 -0.293110
0.948683 -0.948683 0.806952 -1.008688
-0.948683 -0.948683 -0.811431 -0.849516
-0.948683 -0.948683 -0.910331 -1.128078
-0.948683 -0.316228 -0.986591 -0.044099
0.948683 0.316228 1.023440 0.075453
0.948683 0.948683 0.897281 0.628405
0.316228 0.948683 0.193158 1.006371
-0.948683 -0.316228 -0.868996 -0.195302
0.948683 -0.948683 0.976561 -1.187860
0.316228 0.948683 0.155421 0.955402
-0.948683 -0.948683 -0.918080 -0.985430
-0.948683 -0.948683 -0.813671 -1.080392
0.316228 0.948683 0.415761 1.106500
0.948683 0.948683 0.873164 1.338282
-0.316228 0.316228 -0.246998 0.462145
-0.948683 -0.316228 -0.769288 -0.206893
-0.948683 -0.316228 -1.210685 -0.143177
0.316228 0.316228 0.474012 0.455865
-0.316228 0.316228 -0.338073 0.116787
-0.316228 -0.948683 -0.012655 -1.086577
-0.948683 -0.948683 -0.670177 -1.441423
-0.948683 -0.316228 -1.254212 0.028312
0.948683 0.316228 1.112702 0.417391
0.948683 -0.948683 0.928426 -1.105183
0.948683 -0.948683 0.495081 -0.758472
0.316228 0.316228 0.514368 0.421376
0.316228 0.316228 0.296806 0.130471
-0.316228 0.316228 -0.255669 0.383231
-0.948683 -0.316228 -1.194174 -0.441492
0.948683 0.948683 1.043973 0.841705
0.948683 -0.948683 1.181321 -1.032981
-0.948683 -0.316228 -1.153895 -0.083235
0.948683 -0.948683 0.952247 -0.955994
-0.316228 0.316228 -0.119385 0.361965
0.316228 0.948683 0.227584 1.073908
-0.948683 0.948683 -0.873565 1.195883
-0.948683 -0.948683 -0.859089 -0.900734
-0.948683 -0.948683 -1.166450 -1.101114
-0.948683 -0.948683 -1.073858 -1.043398
0.948683 -0.316228 0.939398 -0.451870
-0.316228 -0.948683 -0.371673 -0.999347
-0.948683 0.948683 -0.892706 1.145522
0.948683 -0.948683 1.369659 -0.809927
-0.948683 -0.948683 -1.029604 -1.049524
-0.316228 0.316228 -0.422387 0.406542
-0.316228 0.316228 0.099842 0.481132
0.948683 0.948683 1.077564 1.041232
-0.948683 0.948683 -1.200050 1.082934
-0.316228 0.316228 -0.198980 0.221455
0.316228 0.948683 0.235148 1.147338
-0.948683 -0.948683 -0.819556 -0.834053
0.948683 -0.948683 0.646482 -0.710650
-0.316228 -0.316228 -0.413207 -0.500932
0.948683 -0.948683 1.300212 -1.241097
-0.948683 -0.316228 -0.736085 -0.490848
-0.316228 -0.948683 -0.300539 -1.036990
-0.948683 0.948683 -0.692288 0.666261
0.948683 -0.948683 1.020138 -1.064710
0.948683 0.948683 0.968331 0.612798
-0.316228 0.316228 -0.382686 0.677797
0.948683 -0.948683 0.824692 -0.949465
-0.316228 -0.948683 -0.124145 -1.062953
-0.948683 -0.948683 -1.188362 -1.167445
-0.316228 0.316228 -0.273981 0.460177
-0.316228 -0.316228 0.063375 -0.139712
0.948683 0.948683 0.782860 0.845263
0.948683 -0.316228 1.121259 -0.130803
0.316228 0.316228 0.491467 0.473821
0.316228 0.316228 0.212693 0.075658
0.948683 -0.948683 0.677548 -0.881725
0.948683 0.316228 0.908074 0.360207
0.316228 -0.316228 0.197902 -0.504332
-0.316228 0.948683 -0.135212 0.870341
-0.316228 -0.316228 -0.160241 -0.354347
0.316228 0.316228 0.156351 0.720471
0.316228 0.948683 0.557254 0.753358
-0.316228 -0.948683 -0.215089 -0.746667
-0.948683 -0.948683 -1.111051 -0.748332
-0.316228 0.948683 0.083064 0.829494
-0.948683 -0.948683 -1.127517 -1.047879
-0.316228 -0.316228 -0.215893 -0.028116
0.316228 0.316228 0.355311 0.149858
0.316228 0.948683 0.349681 1.335565
-0.316228 0.316228 -0.538557 0.068918
-0.316228 0.948683 -0.216220 0.653187
0.948683 0.948683 1.037493 0.964719
-0.948683 0.948683 -1.297585 0.832137
-0.316228 0.948683 -0.276033 1.062181
0.316228 0.316228 0.075018 0.093337
0.316228 0.316228 -0.057314 0.304033
-0.948683 -0.948683 -0.677800 -1.255976
-0.948683 -0.316228 -0.844638 -0.342563
0.948683 0.948683 0.785959 0.849293
-0.316228 0.948683 -0.269045 1.101188
-0.316228 -0.948683 -0.501839 -1.211325
-0.316228 0.316228 -0.671105 0.288881
-0.316228 0.316228 -0.389301 0.258679
0.948683 0.948683 0.988086 0.721692
-0.316228 -0.316228 -0.584224 -0.121828
-0.316228 0.316228 -0.323401 0.468385
-0.316228 -0.948683 -0.346027 -1.071674
-0.316228 0.316228 -0.361825 0.335219
0.948683 -0.316228 0.959243 -0.144605
0.316228 0.316228 0.372249 0.064675
0.948683 0.948683 0.957609 0.938238
0.948683 -0.316228 1.066240 -0.147637
0.316228 0.316228 0.006470 0.090716
0.948683 -0.948683 0.784537 -1.172007
0.316228 0.948683 0.405514 0.854525
-0.316228 -0.948683 -0.735320 -0.668776
-0.948683 0.948683 -0.861449 0.903265
-0.948683 -0.948683 -0.917586 -1.024349
-0.948683 -0.316228 -1.045606 -0.593101
0.948683 -0.948683 1.009555 -1.140516
0.316228 0.948683 0.437606 0.941564
-0.316228 -0.316228 -0.365694 -0.444066
0.948683 0.948683 0.509986 0.575663
-0.316228 0.948683 -0.445401 0.699308
0.316228 0.948683 0.241323 0.447292
-0.316228 -0.316228 -0.367958 -0.287543
0.948683 -0.316228 1.273066 -0.419033
0.948683 0.948683 1.071671 1.056526
-0.948683 0.948683 -0.672768 1.016262
-0.948683 -0.948683 -0.772906 -0.981104
-0.948683 -0.316228 -0.696646 -0.219288
0.948683 0.948683 0.615682 0.662093
-0.948683 -0.948683 -1.014875 -0.789363
0.316228 0.316228 0.250493 0.038967
0.948683 -0.948683 0.985485 -0.769012
0.316228 0.948683 0.161103 1.023498
-0.316228 -0.948683 -0.248271 -0.705614
-0.948683 -0.948683 -0.889566 -0.711464
-0.948683 -0.316228 -1.102768 -0.301543
0.316228 0.948683 0.486533 0.869769
-0.948683 -0.948683 -1.315075 -0.518377
0.948683 -0.316228 1.004671 -0.398821
-0.316228 -0.316228 -0.147597 -0.426506
0.948683 0.948683 0.928904 1.134861
0.948683 -0.948683 1.076801 -0.806623
0.948683 0.948683 0.820212 1.544546
-0.316228 0.316228 -0.037568 0.337591
-0.316228 0.316228 -0.333698 0.440480
-0.948683 -0.948683 -1.136452 -1.141755
-0.316228 0.316228 -0.277775 0.153423
-0.316228 0.948683 0.143653 0.812370
-0.316228 -0.316228 -0.244866 -0.407766
0.316228 -0.316228 0.451295 -0.466065
-0.948683 -0.948683 -1.098398 -0.948567
0.948683 0.948683 0.857156 0.756641
-0.948683 -0.948683 -1.165551 -1.325540
0.948683 -0.316228 0.920297 -0.171804
0.948683 0.948683 1.055487 0.690663
-0.948683 -0.948683 -1.135104 -0.782006
0.948683 -0.948683 1.131068 -1.113452
-0.316228 -0.948683 -0.127928 -0.851197
-0.316228 0.316228 -0.417486 0.659472
0.948683 -0.316228 0.753340 -0.216917
0.948683 0.316228 0.728143 0.216151
0.316228 -0.316228 0.221646 -0.594884
0.948683 -0.948683 1.196523 -1.090020
-0.948683 -0.948683 -1.048835 -0.863214
-0.948683 0.948683 -0.553564 1.036230
-0.316228 0.948683 -0.043026 0.761410
-0.316228 -0.316228 -0.290330 -0.661747
0.316228 0.316228 0.552180 0.355794
-0.948683 -0.316228 -0.729880 -0.287601
0.316228 0.316228 0.280762 0.546647
0.316228 0.316228 0.431960 0.371385
-0.948683 -0.316228 -0.740652 -0.373625
0.316228 0.316228 0.146695 0.358785
0.948683 -0.948683 0.750864 -0.619789
-0.948683 -0.948683 -0.989858 -1.298859
-0.948683 -0.948683 -1.151947 -0.831982
-0.948683 -0.948683 -0.783591 -0.879070
0.316228 0.948683 0.165493 1.281248
-0.316228 -0.316228 -0.231304 -0.143513
0.316228 0.316228 0.392100 0.258027
-0.948683 -0.316228 -0.891434 -0.457281
0.948683 0.948683 1.244734 0.857158
-0.948683 -0.948683 -0.942148 -0.878080
-0.948683 -0.316228 -0.930484 -0.430945
0.948683 0.948683 0.575903 1.179297
-0.316228 0.316228 -0.645874 0.661737
0.316228 0.316228 0.262035 0.460989
0.316228 0.316228 0.525089 0.313442
0.948683 -0.948683 1.075200 -0.539216
-0.948683 -0.948683 -0.598269 -0.659894
-0.948683 -0.948683 -1.282927 -0.541841
-0.316228 0.316228 -0.712103 0.278225
-0.948683 -0.948683 -0.840968 -0.817856
-0.948683 -0.948683 -0.737819 -1.150689
-0.948683 -0.948683 -0.993453 -1.024837
0.316228 0.316228 0.303151 0.412424
0.948683 0.948683 0.860361 0.429283
-0.316228 0.316228 -0.197418 0.379316
0.316228 0.316228 0.163039 0.024698
0.948683 0.948683 0.684525 0.782080
-0.316228 0.316228 -0.349792 0.094261
0.316228 0.948683 0.231914 0.944348
-0.948683 -0.948683 -0.927174 -1.165951
-0.316228 0.316228 -0.249471 0.287431
0.316228 0.316228 0.281606 0.397549
0.316228 0.316228 0.010759 0.076430
0.316228 0.316228 0.501858 0.411877
-0.948683 -0.948683 -0.845892 -0.732374
-0.316228 -0.316228 -0.431287 -0.247871
0.316228 0.316228 0.154620 0.334914
0.316228 0.948683 -0.003152 0.694980
-0.948683 -0.948683 -0.649436 -0.913781
-0.948683 -0.948683 -1.054579 -1.157005
0.316228 0.948683 0.393850 1.003755
-0.316228 -0.316228 -0.100025 -0.329288
0.948683 -0.948683 1.480862 -1.315427
0.316228 0.948683 0.264856 1.008092
-0.316228 -0.316228 -0.319258 -0.232264
0.316228 0.316228 0.149623 0.424012
-0.948683 -0.948683 -1.335053 -1.173536
-0.316228 -0.316228 -0.304454 0.182546
0.316228 0.316228 0.399575 0.251200
0.316228 0.948683 0.426473 0.906440
-0.316228 -0.316228 -0.235842 -0.233558
0.316228 0.316228 0.610247 0.339662
-0.948683 -0.948683 -0.894524 -1.002874
-0.316228 -0.316228 -0.225122 -0.294357
0.316228 0.316228 0.080799 0.222321
-0.948683 -0.316228 -0.440085 -0.383378
0.316228 0.316228 0.352611 -0.078894
0.316228 0.316228 0.472027 0.030686
-0.948683 -0.948683 -0.895926 -1.164581
-0.316228 -0.316228 -0.318167 0.115710
0.948683 -0.948683 1.261505 -0.547617
0.316228 0.948683 0.522424 0.990919
-0.948683 -0.948683 -0.722098 -1.131377
-0.316228 0.316228 -0.468554 0.265107
-0.948683 -0.948683 -0.711859 -1.065498
-0.948683 -0.948683 -0.805917 -1.077363
-0.948683 -0.948683 -1.357538 -1.201698
0.316228 0.948683 0.555746 0.720486
-0.948683 -0.948683 -1.192612 -1.424614
-0.948683 -0.948683 -0.698765 -1.059510
-0.948683 -0.316228 -1.157650 -0.280284
0.948683 0.948683 0.872765 0.963909
-0.316228 0.316228 -0.354037 0.010549
-0.948683 -0.948683 -1.156212 -1.219374
-0.948683 -0.948683 -1.235195 -0.820392
-0.948683 -0.948683 -0.836248 -0.975824
0.316228 0.316228 0.352615 0.042088
0.948683 0.948683 1.014992 1.237804
-0.316228 0.316228 -0.370494 0.323546
-0.948683 -0.316228 -0.676472 -0.646297
0.948683 0.948683 0.828948 0.927673
-0.948683 -0.948683 -0.877818 -0.807893
0.316228 0.316228 0.503031 0.374809
0.316228 0.316228 -0.067248 0.608155
0.948683 -0.948683 0.713941 -0.896000
-0.948683 -0.948683 -1.341046 -0.974975
-0.316228 -0.316228 -0.186857 -0.511220
0.316228 0.316228 0.013906 0.291573
-0.948683 -0.316228 -0.966504 -0.325937
0.948683 0.948683 0.847583 1.167629
-0.316228 0.316228 -0.400925 0.410007
-0.948683 -0.948683 -0.803251 -0.898702
-0.316228 -0.316228 -0.108965 -0.130716
0.948683 -0.948683 1.094931 -0.966154
0.316228 0.948683 0.217537 0.811434
-0.948683 -0.948683 -0.769261 -0.958923
-0.316228 0.316228 -0.390191 0.294119
0.316228 0.316228 0.221651 -0.175470
0.316228 0.316228 0.254472 -0.101052
0.948683 -0.948683 1.064139 -1.026203
-0.948683 -0.316228 -0.802718 -0.302602
0.948683 0.948683 0.801640 0.912829
-0.316228 0.316228 -0.283323 0.256784
-0.948683 -0.948683 -0.781135 -1.084231
-0.316228 -0.316228 -0.510109 -0.493803
0.316228 0.316228 0.136360 0.012874
0.316228 0.948683 0.283859 1.143455
-0.948683 -0.948683 -0.606874 -1.008251
-0.948683 -0.948683 -1.030423 -1.113771
-0.948683 -0.316228 -1.032743 -0.498252
0.948683 0.948683 0.850582 1.164585
-0.948683 -0.948683 -1.038194 -1.150793
-0.948683 -0.316228 -1.160013 -0.461290
0.948683 0.948683 1.115833 0.881197
-0.316228 0.316228 -0.410704 0.025893
-0.948683 -0.316228 -0.873747 -0.296760
0.316228 0.316228 0.101031 0.110886
0.948683 -0.948683 0.906075 -0.814355
0.316228 0.948683 0.278589 1.049207
-0.316228 -0.316228 -0.405361 -0.450044
0.948683 -0.948683 1.143498 -0.820884
0.316228 0.948683 0.522319 1.072346
-0.948683 -0.948683 -0.743481 -1.072208
-0.316228 0.316228 -0.684173 0.253936
-0.948683 -0.948683 -1.028584 -1.086285
-0.948683 -0.948683 -1.270202 -1.076123
-0.316228 0.316228 -0.049746 0.302335
-0.948683 -0.316228 -0.729683 -0.221471
0.316228 0.316228 0.060817 -0.037211
0.948683 -0.948683 0.875831 -0.816823
0.316228 0.316228 0.232214 0.115007
0.316228 0.316228 0.345286 0.573929
0.316228 0.316228 0.377737 0.350537
0.316228 0.948683 0.061530 1.225024
-0.316228 -0.316228 -0.193419 -0.412779
0.948683 -0.948683 0.834628 -1.132337
-0.948683 -0.316228 -0.981691 0.039229
0.948683 0.948683 0.759727 1.043310
-0.948683 -0.948683 -0.893372 -0.914705
-0.948683 -0.316228 -0.690163 -0.136057
0.948683 0.948683 1.345763 0.670773
-0.316228 0.316228 -0.645208 0.350495
0.316228 0.948683 0.113437 1.203404
-0.948683 -0.948683 -0.676979 -1.087575
-0.316228 0.316228 -0.427720 0.190367
0.316228 0.316228 0.146412 0.487408
0.316228 0.316228 0.282974 0.424128
0.948683 -0.948683 1.015633 -0.883600
0.316228 0.316228 -0.042754 0.256492
0.316228 0.316228 -0.121684 0.261998
0.948683 -0.948683 0.689535 -1.346779
-0.948683 -0.316228 -0.866777 -0.454062
0.948683 0.948683 0.924979 0.906715
-0.316228 0.316228 0.030824 0.385283
0.316228 0.316228 0.390802 0.338760
0.316228 0.316228 0.342765 0.179909
0.316228 0.316228 0.204171 0.170822
-0.948683 -0.316228 -0.845352 -0.744198
0.948683 0.948683 1.074855 0.987052
-0.948683 -0.948683 -0.670614 -0.985330
-0.948683 -0.948683 -0.598276 -1.028415
-0.948683 -0.948683 -0.976081 -0.803104
-0.316228 0.316228 -0.062231 0.734888
-0.948683 -0.948683 -0.979440 -0.933135
-0.948683 -0.948683 -0.852415 -0.899742
-0.948683 -0.948683 -1.115391 -0.881790
-0.948683 -0.948683 -0.860819 -0.980997
-0.316228 -0.316228 -0.177122 -0.425564
0.316228 0.316228 0.473345 0.464317
0.316228 0.316228 0.091027 0.366318
0.948683 0.948683 1.012845 1.040383
-0.316228 0.316228 0.155946 0.284809
0.316228 0.316228 -0.027126 0.280631
0.948683 0.948683 0.842779 0.938451
-0.948683 -0.948683 -0.610890 -1.145746
-0.948683 -0.316228 -1.145063 -0.308547
0.316228 0.316228 0.392780 0.166303
0.316228 0.316228 0.229176 0.379396
0.316228 0.948683 0.183677 0.733118
-0.948683 -0.948683 -0.935676 -0.694784
-0.948683 -0.948683 -1.389062 -0.897481
0.316228 0.948683 0.558054 1.035840
-0.316228 -0.316228 -0.506758 -0.285475
0.316228 0.316228 0.378780 0.723468
-0.948683 -0.316228 -0.871553 0.061849
0.948683 0.948683 0.990439 0.768370
-0.948683 -0.948683 -1.088105 -0.958080
0.316228 0.948683 0.210866 0.521208
-0.316228 -0.316228 -0.344039 -0.454683
0.948683 -0.948683 1.008990 -0.557061
0.316228 0.948683 0.297441 0.721307
-0.316228 -0.316228 -0.065691 -0.162027
0.316228 0.316228 0.728997 0.614838
-0.948683 -0.316228 -1.210064 -0.317969
0.316228 0.316228 0.174934 -0.135528
0.316228 0.316228 -0.037087 0.369973
-0.948683 -0.948683 -0.976235 -0.846963
-0.948683 -0.948683 -0.791977 -1.170347
-0.948683 -0.948683 -0.872125 -1.093981
0.316228 0.316228 0.225679 0.042529
0.316228 0.316228 0.230660 0.320158
0.948683 -0.948683 1.049046 -0.786460
0.316228 0.948683 0.338697 0.880066
-0.316228 -0.316228 -0.399164 -0.218184
0.948683 -0.948683 0.751434 -1.021180
-0.948683 -0.316228 -0.943114 -0.476843
0.948683 0.948683 0.734207 1.006774
-0.316228 0.316228 -0.356705 0.176013
0.316228 0.316228 0.308850 0.345372
0.948683 0.948683 1.062585 0.866936
-0.948683 -0.948683 -0.757780 -1.172830
0.316228 0.948683 0.430219 1.423958
-0.316228 -0.316228 -0.373987 0.010504
0.316228 0.316228 0.347484 0.139465
-0.948683 -0.948683 -1.297672 -1.223862
-0.316228 -0.316228 -0.510249 -0.007657
0.316228 0.316228 0.242086 0.469121
-0.948683 -0.948683 -0.965369 -0.943956
-0.948683 -0.948683 -1.239616 -0.933805
-0.316228 0.316228 -0.573274 -0.204336
-0.948683 -0.948683 -0.769092 -1.236729
-0.948683 -0.948683 -1.088861 -1.135767
-0.948683 -0.948683 -1.419978 -1.281064
-0.948683 -0.948683 -0.704457 -0.674358
-0.948683 -0.948683 -0.960462 -0.993939
-0.948683 -0.948683 -0.932270 -0.981943
0.316228 0.948683 0.274236 1.248979
-0.316228 -0.316228 -0.641958 -0.214663
0.948683 -0.948683 0.897324 -1.124854
0.316228 0.316228 0.316691 0.476997
0.948683 0.948683 0.808104 0.923969
-0.948683 -0.948683 -0.894989 -0.769432
0.316228 0.948683 0.281491 0.776790
-0.948683 -0.948683 -1.094126 -1.319764
-0.316228 0.316228 -0.199734 0.643997
0.316228 0.948683 0.410364 0.701839
-0.948683 -0.948683 -1.023358 -1.135897
-0.316228 0.316228 -0.147246 0.491404
-0.948683 -0.948683 -0.683533 -1.022955
-0.316228 -0.316228 -0.366259 -0.269311
0.948683 -0.948683 0.695504 -1.062450
0.316228 0.948683 0.356139 1.208111
-0.948683 -0.948683 -0.790338 -0.826750
-0.948683 -0.948683 -1.093107 -0.714379
0.316228 0.948683 0.148023 1.093820
-0.948683 -0.948683 -1.108112 -1.075116
-0.316228 0.316228 -0.479449 0.406683
0.316228 0.948683 0.385267 0.921538
-0.948683 -0.948683 -0.803130 -1.189523
-0.316228 0.316228 -0.508194 0.413260
-0.948683 -0.948683 -1.189771 -0.860751
-0.948683 -0.948683 -1.028562 -0.802599
-0.316228 0.316228 -0.467239 0.582258
-0.948683 -0.948683 -1.369736 -1.072287
-0.948683 -0.948683 -1.056674 -1.072069
0.316228 0.948683 0.519506 0.958775
0.316228 -0.316228 0.433970 -0.344690
0.316228 0.948683 0.581484 0.807728
0.948683 0.948683 0.789416 0.866851
0.316228 -0.316228 0.360603 -0.417159
-0.948683 -0.948683 -0.744730 -1.004499
0.948683 0.948683 0.882087 0.930569
0.948683 0.316228 0.900280 0.271984
0.316228 0.948683 0.427991 0.734953
0.948683 0.948683 0.756898 0.851515
-0.948683 0.316228 -0.688526 0.220216
0.948683 0.948683 0.937669 0.460150
-0.948683 0.316228 -0.865612 0.501482
-0.316228 -0.948683 -0.173774 -1.238040
-0.316228 -0.316228 -0.156452 -0.247482
-0.948683 0.316228 -0.799052 0.067361
-0.948683 0.948683 -0.905583 0.969468
0.316228 -0.948683 0.444496 -1.183191
0.316228 -0.316228 0.189536 -0.502711
0.948683 -0.316228 1.114867 -0.393404
-0.316228 0.948683 -0.407476 1.077884
0.316228 -0.316228 0.182519 -0.546033
0.316228 0.948683 0.204422 1.073963
-0.316228 0.948683 -0.377076 0.970937
-0.948683 0.316228 -0.872356 0.369475
-0.948683 -0.316228 -1.208654 -0.485490
-0.316228 0.316228 -0.327149 0.541417
-0.316228 -0.316228 -0.117027 -0.660352
0.948683 -0.316228 0.842978 -0.303535
0.948683 0.316228 0.957118 0.187509
-0.948683 0.316228 -0.844514 0.278466
-0.316228 0.316228 -0.017573 0.129631
-0.316228 0.316228 0.007940 0.495242
-0.316228 -0.948683 -0.025401 -0.728313
0.948683 0.948683 0.847961 1.096604
-0.948683 -0.316228 -0.970583 -0.162289
0.948683 -0.316228 1.011041 -0.415184
-0.948683 0.948683 -0.984572 0.999347
0.316228 -0.316228 0.234697 -0.383550
0.948683 0.948683 0.854338 0.788439
-0.948683 0.316228 -1.206061 0.406994
0.948683 0.948683 0.795788 0.791622
0.316228 -0.316228 0.427553 -0.111796
-0.948683 0.948683 -0.977827 1.065773
-0.316228 0.316228 -0.556440 0.211182
-0.948683 -0.948683 -1.121197 -1.108278
-0.948683 0.948683 -0.909417 1.130630
0.316228 0.948683 0.371542 0.619979
0.316228 -0.948683 -0.047840 -0.865395
0.948683 0.316228 0.819572 0.374472
-0.316228 0.316228 -0.482562 0.116620
-0.948683 -0.316228 -0.981552 -0.063484
-0.948683 0.316228 -0.848152 0.637257
-0.948683 0.316228 -1.450385 0.206946
0.948683 -0.316228 0.870841 -0.490952
-0.316228 0.948683 -0.362037 1.139963
0.316228 -0.948683 0.035025 -0.869369
-0.948683 -0.316228 -0.612981 -0.104164
0.948683 0.316228 1.024574 0.455742
0.316228 -0.316228 0.462505 -0.030098
0.316228 -0.948683 0.357580 -0.797620
0.316228 0.948683 0.421362 0.984368
0.948683 -0.948683 0.989867 -0.887794
-0.316228 -0.316228 -0.436113 -0.148810
-0.948683 0.948683 -0.827938 0.882529
-0.948683 0.316228 -0.960672 0.393449
0.316228 0.316228 0.437311 0.289066
-0.316228 -0.948683 -0.497918 -1.188086
0.948683 0.948683 1.102118 1.079407
0.948683 0.316228 0.980335 0.238554
-0.316228 -0.948683 -0.001040 -0.887687
0.316228 0.316228 0.014272 0.136897
0.316228 -0.316228 0.065198 -0.201864
-0.316228 -0.316228 -0.596191 -0.303077
-0.948683 0.316228 -1.119112 0.219560
-0.948683 -0.948683 -1.079824 -0.888701
-0.948683 -0.316228 -1.068736 -0.402402
0.316228 0.948683 0.091025 0.953337
0.948683 -0.316228 1.018421 -0.127735
-0.948683 -0.948683 -1.046348 -0.849329
-0.316228 -0.948683 -0.606100 -0.900926
0.316228 0.948683 0.297236 0.877062
0.948683 0.316228 1.240257 0.488837
0.948683 -0.316228 0.880300 -0.286362
-0.948683 0.948683 -1.057627 0.741690
0.948683 -0.948683 1.319933 -1.195204
-0.316228 -0.316228 -0.295374 -0.333986
-0.316228 -0.948683 -0.058286 -0.616655
-0.948683 -0.316228 -1.183059 -0.197116
-0.948683 -0.948683 -0.981160 -1.047555
-0.316228 -0.948683 -0.425781 -0.979040
-0.316228 -0.948683 -0.537843 -1.045056
-0.948683 -0.948683 -0.996730 -1.075511
0.316228 -0.316228 0.213090 0.127589
0.948683 0.948683 0.939596 1.196616
-0.316228 0.948683 -0.508731 1.198826
0.316228 0.948683 0.568725 1.196512
0.948683 -0.948683 1.081272 -0.744491
0.948683 -0.316228 0.973818 -0.153351
-0.316228 -0.948683 -0.210086 -0.971301
0.948683 -0.316228 1.081287 -0.535840
-0.316228 0.948683 -0.393659 0.759588
-0.316228 -0.316228 -0.243054 -0.113880
-0.948683 -0.316228 -1.037273 -0.152697
-0.948683 0.948683 -1.089411 0.914352
-0.316228 -0.316228 -0.325304 -0.359778
0.948683 -0.316228 0.771992 -0.220581
-0.316228 -0.948683 -0.194898 -0.967034
-0.316228 -0.948683 -0.480703 -0.931334
0.316228 0.948683 0.010159 0.980097
-0.316228 0.948683 -0.339697 1.017960
-0.948683 0.316228 -0.737131 0.359796
0.316228 0.316228 0.320075 0.161465
-0.948683 0.948683 -0.620644 1.237424
-0.316228 -0.316228 -0.346811 -0.630465
0.316228 0.316228 0.344004 0.405065
-0.316228 0.316228 0.174324 0.072380
0.948683 -0.316228 1.016087 -0.094652
-0.316228 0.948683 -0.519167 1.057814
0.316228 0.316228 0.630691 0.322177
-0.948683 0.316228 -0.646818 0.620738
-0.316228 0.948683 -0.212799 1.166332
0.316228 -0.316228 0.388640 -0.118497
0.316228 0.948683 0.029502 1.213715
0.948683 0.948683 1.001333 0.664998
-0.316228 -0.948683 -0.316366 -0.943662
-0.948683 0.948683 -0.617776 1.075477
0.948683 0.316228 1.075667 0.269503
0.948683 -0.948683 1.179185 -1.157562
0.316228 -0.948683 0.274827 -0.989574
0.948683 0.948683 1.084602 0.962589
0.948683 0.948683 1.133581 1.126618
0.948683 -0.948683 1.202727 -1.188599
-0.316228 -0.948683 -0.275173 -1.215371
-0.948683 0.316228 -1.177823 0.514019
-0.316228 0.948683 -0.581127 1.044960
0.316228 -0.316228 0.405514 -0.410914
-0.948683 -0.316228 -0.938399 -0.059807
-0.948683 -0.948683 -0.967381 -1.509657
0.316228 -0.948683 0.447901 -1.199346
-0.316228 0.948683 -0.152839 1.079159
0.948683 0.316228 1.056088 0.480186
0.316228 -0.316228 0.144218 -0.251784
0.316228 0.316228 0.361659 0.460334
0.948683 0.948683 0.867751 0.974590
-0.948683 0.948683 -0.830957 1.136254
0.316228 0.948683 0.054630 1.329749
0.316228 0.316228 0.480349 0.513455
0.316228 0.316228 0.356579 0.240063
-0.948683 -0.316228 -1.056020 -0.222578
-0.316228 -0.948683 -0.411177 -1.215037
0.948683 0.948683 0.775862 1.103108
-0.948683 0.316228 -1.049858 -0.022713
-0.316228 0.316228 -0.142972 0.061261
0.948683 0.948683 1.162134 0.900339
0.316228 0.948683 0.209890 0.719263
-0.316228 -0.316228 -0.298814 -0.287824
0.948683 -0.316228 0.685601 -0.518061
-0.316228 -0.316228 -0.346538 -0.573722
-0.948683 -0.316228 -1.260931 -0.521085
-0.316228 -0.316228 -0.176378 -0.116242
-0.316228 -0.316228 -0.601402 -0.298161
0.948683 -0.316228 1.213699 -0.072995
